epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.6162707805633545,1.0777561664581299,0.001,0.2097701132297516,5.740366458892822
1,0.7161993384361267,0.7772173881530762,0.001,0.6034482717514038,1.1184790134429932
2,0.7511162757873535,0.6806883215904236,0.001,0.7428160905838013,0.677696943283081
3,0.7834434509277344,0.6038736701011658,0.001,0.7428160905838013,0.937164843082428
4,0.7946062088012695,0.5693637728691101,0.001,0.7629310488700867,0.7201158404350281
5,0.8077335357666016,0.534302294254303,0.001,0.6896551847457886,0.8172516226768494
6,0.8155027627944946,0.5110384225845337,0.001,0.5991379022598267,1.5942484140396118
7,0.8242543339729309,0.48261094093322754,0.001,0.7686781883239746,0.6310586929321289
8,0.8323807716369629,0.47066566348075867,0.001,0.7701149582862854,0.5753980875015259
9,0.8380067944526672,0.44741034507751465,0.001,0.8318965435028076,0.4545672535896301
10,0.8455974459648132,0.43396085500717163,0.001,0.8247126340866089,0.5207732319831848
11,0.8456867337226868,0.42867618799209595,0.001,0.857758641242981,0.44518476724624634
12,0.849973201751709,0.4154788851737976,0.001,0.7816091775894165,0.5980421900749207
13,0.8518485426902771,0.4122540056705475,0.001,0.5431034564971924,1.802681803703308
14,0.8547061681747437,0.40339863300323486,0.001,0.7758620977401733,0.688092052936554
15,0.857563853263855,0.37851595878601074,0.001,0.8304597735404968,0.5243605375289917
16,0.8753348588943481,0.335153728723526,0.0005,0.857758641242981,0.4128129482269287
17,0.8813180923461914,0.32881954312324524,0.0005,0.8692528605461121,0.3336082994937897
18,0.8863189816474915,0.3111601769924164,0.0005,0.7801724076271057,0.6569880247116089
19,0.8844436407089233,0.3163045644760132,0.0005,0.8678160905838013,0.3995412588119507
20,0.8948919177055359,0.2960710823535919,0.0005,0.8419540524482727,0.47095879912376404
21,0.8949812650680542,0.2971358299255371,0.0005,0.8247126340866089,0.5096063613891602
22,0.9014109373092651,0.2664828300476074,0.00025,0.8836206793785095,0.35971397161483765
23,0.9076620936393738,0.255202978849411,0.00025,0.9066091775894165,0.3167676031589508
24,0.9073941707611084,0.25005391240119934,0.00025,0.8635057210922241,0.3485681712627411
25,0.9077513813972473,0.24489837884902954,0.00025,0.8965517282485962,0.33823779225349426
26,0.91141277551651,0.24469783902168274,0.00025,0.8735632300376892,0.40469667315483093
27,0.9131987690925598,0.23528993129730225,0.00025,0.8462643623352051,0.47122520208358765
28,0.9206108450889587,0.2169526070356369,0.000125,0.8850574493408203,0.3660575747489929
29,0.9213252663612366,0.22034789621829987,0.000125,0.875,0.4019259810447693
30,0.9214145541191101,0.21447284519672394,0.000125,0.8908045887947083,0.3796481490135193
0,0.9259689450263977,0.19912298023700714,0.000125,0.8635057210922241,0.4287642538547516
0,0.8840864300727844,0.32452452182769775,0.001,0.8376436829566956,0.4460602104663849
1,0.8867654800415039,0.3153368830680847,0.001,0.7083333134651184,0.980527400970459
2,0.8838185667991638,0.3176412880420685,0.001,0.8419540524482727,0.5016217827796936
3,0.8848008513450623,0.31642812490463257,0.001,0.8376436829566956,0.4947665333747864
4,0.8891766667366028,0.3089056611061096,0.001,0.5517241358757019,1.6274280548095703
5,0.8931059241294861,0.2984192371368408,0.001,0.7945402264595032,0.6669664978981018
6,0.8940882086753845,0.29060980677604675,0.001,0.8117815852165222,0.5855182409286499
7,0.9033756256103516,0.2617143988609314,0.0005,0.8462643623352051,0.46311718225479126
0,0.9172173738479614,0.2283935695886612,0.0005,0.8836206793785095,0.3776167929172516
1,0.9128415584564209,0.23767434060573578,0.0005,0.834770143032074,0.5106968283653259
2,0.9133774042129517,0.236253559589386,0.0005,0.8692528605461121,0.3442886471748352
3,0.9184675812721252,0.22438064217567444,0.0005,0.8908045887947083,0.3324160575866699
4,0.9212359189987183,0.22055789828300476,0.0005,0.8635057210922241,0.4501030445098877
5,0.9214145541191101,0.2160598337650299,0.0005,0.852011501789093,0.4508540630340576
6,0.9244508147239685,0.20315857231616974,0.0005,0.8649425506591797,0.43341243267059326
7,0.9121271371841431,0.23516862094402313,0.0005,0.8850574493408203,0.3750322759151459
8,0.92820143699646,0.18857118487358093,0.00025,0.8908045887947083,0.2801816463470459
9,0.9347204566001892,0.18389715254306793,0.00025,0.8893678188323975,0.3391396701335907
